,name,company,year,Price,kms_driven,fuel_type
558,Toyota Etios Liva,Toyota,2014,"1,60,000","24,652 kms",Petrol
559,Mahindra Jeep MM,Mahindra,2004,"4,24,000",383 kms,Diesel
560,Chevrolet Beat LS,Chevrolet,2016,"2,25,000","95,000 kms",Diesel
561,Chevrolet Cruze LTZ,Chevrolet,2011,"3,50,000","35,000 kms",Diesel
562,Jeep Wrangler Unlimited,Jeep,2015,"9,50,000","3,528 kms",Diesel
563,Maruti Suzuki Ertiga,Maruti,2013,"4,85,000","52,500 kms",Diesel
564,Hyundai Verna VGT,Hyundai,2010,"2,05,000","47,900 kms",Diesel
565,Maruti Suzuki Omni,Maruti,2012,"1,60,000","14,000 kms",Petrol
566,Maruti Suzuki Celerio,Maruti,2018,"3,10,000","37,000 kms",Petrol
567,Tata Zest Quadrajet,Tata,2017,"1,80,000","90,000 kms",Diesel
568,Mahindra XUV500 W6,Mahindra,2013,"5,49,900","52,800 kms",Diesel
569,Tata Indigo CS,Tata,2016,"1,50,000","1,04,000 kms",Diesel
570,Hyundai i10 Era,Hyundai,2011,"1,75,000","30,000 kms",Petrol
571,Tata Indigo eCS,Tata,2014,"95,000","1,95,000 kms",Diesel
572,Tata Indigo LX,Tata,2016,"2,30,000","1,04,000 kms",Diesel
573,Tata Indigo eCS,Tata,2016,"2,30,000","1,04,000 kms",Diesel
574,Tata Indigo Marina,Tata,2004,"1,80,000","70,000 kms",Diesel
575,Hyundai Xcent SX,Hyundai,2015,"4,00,000","43,000 kms",Diesel
576,Hyundai Eon Magna,Hyundai,2013,"1,85,000","23,000 kms",Petrol
577,Renault Duster 85,Renault,2015,"3,85,000","51,000 kms",Diesel
578,Maruti Suzuki Alto,Maruti,2009,"90,000","62,000 kms",Petrol
579,Tata Nano LX,Tata,2010,"32,000","48,008 kms",Petrol
580,Renault Duster 110,Renault,2013,"4,35,000","39,000 kms",Diesel
581,Maruti Suzuki Wagon,Maruti,2010,"2,25,000","40,000 kms",Petrol
582,Maruti Suzuki Swift,Maruti,2006,"1,89,700","48,247 kms",Petrol
583,Maruti Suzuki Ertiga,Maruti,2012,"3,89,700","39,000 kms",Diesel
584,Maruti Suzuki Swift,Maruti,2014,"3,65,000","23,000 kms",Petrol
585,Maruti Suzuki Alto,Maruti,2017,"3,60,000","9,400 kms",Petrol
586,Hyundai i20 Magna,Hyundai,2010,"2,10,000","50,000 kms",Petrol
587,Hyundai i10 Magna,Hyundai,2009,"1,70,000","75,000 kms",Petrol
588,Tata Zest XE,Tata,2017,"3,80,000","70,000 kms",Diesel
589,Mahindra Xylo E8,Mahindra,2009,"2,95,000","64,000 kms",Diesel
590,Toyota Corolla Altis,Toyota,2010,"1,85,000","55,000 kms",Petrol
591,Tata Manza Aqua,Tata,2014,"1,60,000","2,00,000 kms",Diesel
592,Mahindra KUV100 K8,Mahindra,2018,Ask For Price,"7,500 kms",Diesel
593,Renault Kwid 1.0,Renault,2018,"2,90,000","2,137 kms",Petrol
594,Tata Venture EX,Tata,2013,"1,00,000","30,000 kms",Diesel
595,Maruti Suzuki Swift,Maruti,2014,"3,15,000","44,000 kms",Petrol
596,Maruti Suzuki Alto,Maruti,2002,Ask For Price,"56,000 kms",Petrol
597,Skoda Octavia Classic,Skoda,2006,"1,14,990","65,000 kms",Diesel
598,Maruti Suzuki Omni,Maruti,2012,"1,20,000","1,60,000 kms",LPG
599,Chevrolet Beat Diesel,Chevrolet,2011,"1,25,000","56,000 kms",Diesel
600,Tata Sumo Gold,Tata,2012,"2,10,000","75,000 kms",Diesel
601,Hyundai Verna 1.6,Hyundai,2018,"8,55,000","42,000 kms",Diesel
602,Tata Sumo Gold,Tata,2012,"2,10,000","75,000 kms",Diesel
603,Mahindra Scorpio 2.6,Mahindra,2007,"2,60,000","56,000 kms",Diesel
604,Maruti Suzuki Zen,Maruti,2002,"95,000","10,544 kms",Petrol
605,Maruti Suzuki Swift,Maruti,2011,"2,55,000","64,000 kms",Petrol
606,Mahindra Scorpio SLX,Mahindra,2008,"3,00,000","70,000 kms",Diesel
607,Hyundai Grand i10,Hyundai,2014,"3,40,000","25,000 kms",Petrol
608,Hyundai Elite i20,Hyundai,2017,"5,50,000","15,000 kms",Petrol
609,Ford Ikon 1.6,Ford,2003,"60,000","50,000 kms",Petrol
610,Hyundai Elite i20,Hyundai,2015,Ask For Price,"49,500 kms",Petrol
611,Toyota Innova 2.5,Toyota,2011,"7,50,000","1,47,000 kms",Diesel
612,Nissan Sunny XL,Nissan,2011,"2,30,000","52,000 kms",Petrol
613,Chevrolet Beat LT,Chevrolet,2012,"1,30,000","90,001 kms",Diesel
614,Maruti Suzuki Alto,Maruti,2017,"2,70,000","21,000 kms",Petrol
615,Maruti Suzuki Swift,Maruti,2012,"2,80,000","48,006 kms",Diesel
616,Maruti Suzuki Swift,Maruti,2012,"2,80,000","48,006 kms",Diesel
617,Maruti Suzuki Swift,Maruti,2012,"2,80,000","48,006 kms",Diesel
618,Toyota Innova 2.0,Toyota,2012,"6,00,000","80,000 kms",Diesel
619,Maruti Suzuki Swift,Maruti,2010,"1,90,000","74,000 kms",Diesel
620,Hyundai Elite i20,Hyundai,2015,"5,00,000","22,000 kms",Petrol
621,Mahindra XUV500 W10,Mahindra,2016,"10,65,000","41,000 kms",Diesel
622,Volkswagen Polo Trendline,Volkswagen,2015,"3,50,000","25,000 kms",Diesel
623,Toyota Etios Liva,Toyota,2012,"3,50,000","85,000 kms",Diesel
624,Mahindra TUV300 T4,Mahindra,2016,"5,40,000","29,500 kms",Diesel
625,Hyundai Elite i20,Hyundai,2015,"4,70,000","30,000 kms",Petrol
626,Hyundai Santro Xing,Hyundai,2014,"1,79,000","57,000 kms",Petrol
627,Maruti Suzuki Zen,Maruti,2003,"48,000","60,000 kms",Petrol
628,Maruti Suzuki Ciaz,Maruti,2016,"6,50,000","50,000 kms",Petrol
629,Hyundai Eon Era,Hyundai,2013,"1,90,000","39,700 kms",Petrol
630,Hyundai Elantra 1.8,Hyundai,2012,"5,00,000","65,000 kms",Petrol
631,Maruti Suzuki Swift,Maruti,2010,"2,70,000","67,000 kms",Diesel
632,Maruti Suzuki Zen,Maruti,2008,"1,25,000","46,000 kms",Petrol
633,Hyundai Eon Era,Hyundai,2012,"1,88,000","38,000 kms",Petrol
634,Hyundai Grand i10,Hyundai,2016,"3,80,000","27,000 kms",Petrol
635,Hyundai Verna Fluidic,Hyundai,2011,"3,65,000","43,000 kms",Diesel
636,Ford EcoSport Trend,Ford,2014,"4,65,000","47,000 kms",Petrol
637,Hyundai i20 Magna,Hyundai,2011,"2,40,000","42,000 kms",Petrol
638,Chevrolet Beat Diesel,Chevrolet,2016,"1,79,999","19,336 kms",Diesel
639,Tata Indica eV2,Tata,2015,"1,40,000","60,105 kms",Diesel
640,Jaguar XF 2.2,Jaguar,2013,"21,90,000","29,000 kms",Diesel
641,Audi Q5 2.0,Audi,2014,"23,90,000","34,000 kms",Diesel
642,BMW 3 Series,BMW,2011,"10,75,000","35,000 kms",Diesel
643,Maruti Suzuki Swift,Maruti,2015,"4,75,000","22,000 kms",Petrol
644,BMW X1 sDrive20d,BMW,2012,"10,25,000","41,000 kms",Diesel
645,Maruti Suzuki S,Maruti,2016,"6,15,000","21,000 kms",Diesel
646,Maruti Suzuki Ertiga,Maruti,2013,"4,75,000","48,000 kms",Diesel
647,Maruti Suzuki Alto,Maruti,2016,"2,70,000","38,000 kms",Petrol
648,Honda City SV,Honda,2014,"4,75,000","34,000 kms",Diesel
649,Volkswagen Vento Comfortline,Volkswagen,2011,"2,40,000","45,933 kms",Petrol
650,Honda City 1.5,Honda,2005,"1,20,000","68,000 kms",Petrol
651,Audi A4 2.0,Audi,2016,"19,00,000","44,000 kms",Diesel
652,Mahindra KUV100,Mahindra,2017,"3,60,000","35,000 kms",Diesel
653,Tata Zest XE,Tata,2018,"4,50,000","1,02,563 kms",Diesel
654,Mahindra XUV500 W8,Mahindra,2015,"9,00,000","28,600 kms",Diesel
655,Maruti Suzuki Swift,Maruti,2017,"6,50,000","41,800 kms",Diesel
656,Tata Sumo Gold,Tata,2014,"2,75,000","1,16,000 kms",Diesel
657,Maruti Suzuki Swift,Maruti,2009,"2,10,000","59,000 kms",Petrol
658,Mahindra Scorpio 2.6,Mahindra,2004,"1,75,000","58,000 kms",Diesel
659,Maruti Suzuki Omni,Maruti,2009,"85,000","45,000 kms",Petrol
660,Mitsubishi Pajero Sport,Mitsubishi,2015,"14,90,000","42,590 kms",Diesel
661,Renault Duster,Renault,2014,"8,00,000","7,400 kms",Diesel
662,Volkswagen Jetta Comfortline,Volkswagen,2009,"4,50,000","54,500 kms",Diesel
663,Maruti Suzuki Ertiga,Maruti,2012,"10,00,000","2,00,000 kms",Diesel
664,Audi A4 2.0,Audi,2013,"15,10,000","27,000 kms",Diesel
665,Volvo S80 Summum,Volvo,2015,"18,50,000","42,000 kms",Diesel
666,Toyota Corolla Altis,Toyota,2014,"7,90,000","29,000 kms",Petrol
667,Mitsubishi Pajero Sport,Mitsubishi,2015,"17,25,000","37,000 kms",Diesel
668,Chevrolet Beat LT,Chevrolet,2012,"1,35,000","36,000 kms",Petrol
669,BMW X1,BMW,2011,"10,00,000","34,000 kms",Diesel
670,Datsun Redi GO,Datsun,2018,"2,99,999","7,000 kms",Petrol
671,Mercedes Benz C,Mercedes,2009,"12,25,000","76,000 kms",Diesel
672,Mahindra Scorpio SLX,Mahindra,2004,"1,75,000","60,000 kms",Diesel
673,Volkswagen Vento Comfortline,Volkswagen,2011,"2,00,000","95,000 kms",Diesel
674,Tata Indigo CS,Tata,2017,"2,70,000","50,000 kms",Diesel
675,Ford Figo Petrol,Ford,2019,"5,25,000",00 kms,Petrol
676,Honda City ZX,Honda,2006,"1,80,000","50,000 kms",Petrol
677,Maruti Suzuki Wagon,Maruti,2008,"1,40,000","68,000 kms",Petrol
678,Ford EcoSport Trend,Ford,2014,"4,00,000","16,000 kms",Petrol
679,Maruti Suzuki Swift,Maruti,2016,"4,99,000","51,000 kms",Diesel
680,Maruti Suzuki Omni,Maruti,2009,"85,000","56,000 kms",Petrol
681,Maruti Suzuki Zen,Maruti,2004,"70,000","1,00,000 kms",Petrol
682,Renault Duster RxL,Renault,2015,"5,50,000","36,000 kms",Petrol
683,Maruti Suzuki Swift,Maruti,2014,"3,70,000","11,523 kms",Petrol
684,Maruti Suzuki Baleno,Maruti,2018,"6,90,000","1,000 kms",Petrol
685,Honda WR V,Honda,2009,"2,50,000","60,000 kms",Petrol
686,Tata Indigo CS,Tata,2016,"1,10,000","85,000 kms",Diesel
687,Renault Duster 110,Renault,2013,"4,90,000","38,600 kms",Diesel
688,Mahindra Scorpio LX,Mahindra,2009,"3,20,000","95,500 kms",Diesel
689,Maruti Suzuki Zen,Maruti,2004,"68,000","56,000 kms",Petrol
690,Maruti Suzuki Wagon,Maruti,2014,"1,30,000","37,458 kms",Petrol
691,Maruti Suzuki SX4,Maruti,2016,"9,70,000","85,960 kms",Diesel
692,Audi A3 Cabriolet,Audi,2015,"31,00,000","12,516 kms",Petrol
693,Hyundai Eon D,Hyundai,2018,"2,80,000","35,000 kms",Petrol
694,Maruti Suzuki Zen,Maruti,2009,"1,25,000",00 kms,Petrol
695,Mahindra Scorpio SLX,Mahindra,2008,"2,85,000","80,000 kms",Diesel
696,Hyundai Santro AE,Hyundai,2011,"1,65,000","45,000 kms",Petrol
697,Maruti Suzuki Swift,Maruti,2009,"2,50,000","51,000 kms",Diesel
698,Mahindra Scorpio S4,Mahindra,2015,"8,65,000","30,000 kms",Diesel
699,Mahindra Xylo D2,Mahindra,2011,"3,90,000","48,000 kms",Diesel
700,Hyundai Santro,Hyundai,2003,"60,000","51,000 kms",Petrol
701,Chevrolet Beat LT,Chevrolet,2015,"2,15,000","90,000 kms",Diesel
702,Maruti Suzuki Swift,Maruti,2015,"4,75,000","43,000 kms",Diesel
703,Mahindra XUV500 W8,Mahindra,2015,"8,99,000","53,000 kms",Diesel
704,Toyota Fortuner 3.0,Toyota,2013,"14,99,000","97,000 kms",Diesel
705,Maruti Suzuki Alto,Maruti,2013,"2,40,000","20,000 kms",Petrol
706,Hyundai Getz GLE,Hyundai,2007,"99,000","55,000 kms",Petrol
707,Maruti Suzuki Swift,Maruti,2014,"2,60,000","1,20,000 kms",Diesel
708,Hyundai Creta 1.6,Hyundai,2019,"12,00,000",0 kms,Petrol
709,Hyundai Santro Xing,Hyundai,2007,"1,15,000","46,000 kms",Petrol
710,Hyundai Santro Xing,Hyundai,2009,"88,000","43,200 kms",Petrol
711,Mahindra Xylo D2,Mahindra,2011,"3,90,000","56,000 kms",Diesel
712,Hyundai Santro Xing,Hyundai,2007,"1,35,000","42,000 kms",Petrol
713,Tata Indica V2,Tata,2009,"90,000","30,600 kms",Diesel
714,Hyundai i10 Sportz,Hyundai,2011,"2,20,000","38,000 kms",Petrol
715,Hyundai Grand i10,Hyundai,2017,"4,24,999","2,550 kms",Petrol
716,Hyundai Santro Xing,Hyundai,2007,"1,35,000","47,000 kms",Petrol
717,Honda City 1.5,Honda,2005,"95,000","41,000 kms",Petrol
718,Nissan Micra XL,Nissan,2017,"4,30,000","62,500 kms",Diesel
719,Honda City 1.5,Honda,2005,"1,15,000","68,000 kms",Petrol
720,Maruti Suzuki Alto,Maruti,2015,"2,15,000","50,000 kms",Petrol
721,Maruti Suzuki Wagon,Maruti,2004,"53,000","69,000 kms",Petrol
722,Maruti Suzuki Ertiga,Maruti,2012,"5,00,000","48,000 kms",Diesel
723,Tata Indica eV2,Tata,2012,"85,000","55,000 kms",Diesel
724,Maruti Suzuki Omni,Maruti,2013,"1,65,000","25,000 kms",Petrol
725,Hyundai Eon Era,Hyundai,2014,"2,00,000","28,400 kms",Petrol
726,Hyundai Eon,Hyundai,2014,"2,00,000","28,000 kms",Petrol
727,Maruti Suzuki Swift,Maruti,2015,"4,25,000","42,000 kms",Diesel
728,Hyundai Verna 1.6,Hyundai,2012,"6,00,000","29,000 kms",Diesel
729,Chevrolet Tavera LS,Chevrolet,2005,"1,30,000","68,485 kms",Diesel
730,Tata Tiago Revotron,Tata,2018,"4,30,000","3,500 kms",Petrol
731,Tata Tiago Revotorq,Tata,2019,"5,68,500",0 kms,Petrol
732,Tata Nexon,Tata,2019,Ask For Price,0 kms,Petrol
733,Maruti Suzuki Zen,Maruti,2006,"71,000","32,000 kms",Petrol
734,Mahindra KUV100 K8,Mahindra,2018,"5,60,000","8,000 kms",Diesel
735,Ford EcoSport Titanium,Ford,2014,"5,90,000","34,000 kms",Diesel
736,Hindustan Motors Ambassador,Hindustan,1995,"7,50,000","37,000 kms",Petrol
737,Ford Fusion 1.4,Ford,2007,"1,25,000","85,455 kms",Diesel
738,Hyundai Santro Xing,Hyundai,2007,"1,35,000","46,000 kms",Petrol
739,Hyundai Santro,Hyundai,2002,"60,000","47,000 kms",Petrol
740,Fiat Linea Emotion,Fiat,2009,"1,20,000","64,000 kms",Petrol
741,Ford Ikon 1.3,Ford,2008,"95,000","46,000 kms",Petrol
742,Maruti Suzuki Omni,Maruti,2017,"2,40,000","8,000 kms",Petrol
743,Tata Indica V2,Tata,2012,"1,15,000","64,000 kms",Diesel
744,Mahindra Scorpio S4,Mahindra,2015,"7,95,000","63,000 kms",Diesel
745,Hyundai Santro Xing,Hyundai,2007,"55,000","65,000 kms",Petrol
746,Mahindra Xylo D2,Mahindra,2009,"3,00,000","62,000 kms",Diesel
747,Hyundai Grand i10,Hyundai,2014,"3,20,000","41,000 kms",Petrol
748,Maruti Suzuki Alto,Maruti,2015,"2,65,000","14,000 kms",Petrol
749,Toyota Corolla,Toyota,2006,"1,60,000","40,000 kms",Petrol
750,Hyundai Eon Magna,Hyundai,2017,"3,00,000","1,600 kms",Petrol
751,Tata Sumo Grande,Tata,2010,"1,30,000","90,000 kms",Diesel
752,Maruti Suzuki Swift,Maruti,2011,"2,50,000","58,000 kms",Diesel
753,Volkswagen Polo Highline1.2L,Volkswagen,2013,"3,80,000","27,000 kms",Petrol
754,Maruti Suzuki Alto,Maruti,2003,"42,000","60,000 kms",Petrol
755,Tata Tiago Revotron,Tata,2017,"4,00,000","31,000 kms",Petrol
756,Maruti Suzuki Swift,Maruti,2009,"1,20,000","90,000 kms",Diesel
757,Maruti Suzuki Swift,Maruti,2009,"1,20,000","90,000 kms",Diesel
758,Tata Indigo eCS,Tata,2016,"1,30,000","1,50,000 kms",Diesel
759,Chevrolet Beat LS,Chevrolet,2014,"1,89,000","31,000 kms",Diesel
760,Mahindra Xylo E8,Mahindra,2011,"3,65,000","43,000 kms",Diesel
761,Hyundai Eon D,Hyundai,2013,"1,70,000","20,000 kms",Petrol
762,Tata Sumo Gold,Tata,2013,"2,15,000","1,00,000 kms",Petrol
763,Tata Nano,Tata,2013,"60,000","7,000 kms",Petrol
764,Hyundai Elite i20,Hyundai,2017,"5,99,999","31,000 kms",Petrol
765,Hyundai i10 Magna,Hyundai,2009,"4,00,000","33,000 kms",Petrol
766,Hyundai Creta,Hyundai,2016,"9,00,000","60,000 kms",Diesel
767,Volkswagen Polo,Volkswagen,2013,"2,99,999","48,000 kms",Diesel
768,Maruti Suzuki Dzire,Maruti,2014,"3,74,999","33,000 kms",Petrol
769,Tata Bolt XM,Tata,2015,"6,00,000","15,000 kms",Petrol
770,Maruti Suzuki Alto,Maruti,2005,"70,000","47,000 kms",Petrol
771,Maruti Suzuki Alto,Maruti,2005,"1,00,000","40,000 kms",Petrol
772,Hyundai Venue,Hyundai,2019,Ask For Price,"7,000 kms",Diesel
773,Maruti Suzuki Ritz,Maruti,2010,"1,50,000","38,000 kms",Diesel
774,Maruti Suzuki Alto,Maruti,2017,"2,25,000","12,500 kms",Petrol
775,Maruti Suzuki Dzire,Maruti,2009,"2,10,000","42,000 kms",Petrol
776,Renault Lodgy,Renault,2016,Ask For Price,"20,000 kms",Diesel
777,Hyundai i20 Asta,Hyundai,2014,"4,25,000","31,000 kms",Petrol
778,Maruti Suzuki Swift,Maruti,2008,"1,62,000","60,000 kms",Diesel
779,Tata Indica V2,Tata,2005,"60,000","80,000 kms",Diesel
780,Mahindra Scorpio VLX,Mahindra,2014,"6,50,000","77,000 kms",Diesel
781,Toyota Innova 2.5,Toyota,2012,"7,50,000","75,000 kms",Diesel
782,Mahindra Xylo E8,Mahindra,2010,"3,75,000","40,000 kms",Diesel
783,Hyundai i20 Magna,Hyundai,2011,"2,30,000","47,000 kms",Petrol
784,Maruti Suzuki Omni,Maruti,2000,"35,999","60,000 kms",Petrol
785,Mahindra KUV100,Mahindra,2016,"3,80,000","26,500 kms",Petrol
786,Mahindra KUV100 K8,Mahindra,2019,"5,60,000","2,875 kms",Petrol
787,Datsun Go Plus,Datsun,2016,"2,85,000","13,900 kms",Petrol
788,Ford Endeavor 4x4,Ford,2019,"29,00,000","9,000 kms",Diesel
789,Tata Indica V2,Tata,2005,"39,999","80,000 kms",Diesel
790,Hyundai Santro Xing,Hyundai,2006,"85,000","60,000 kms",Petrol
791,Maruti Suzuki Wagon,Maruti,2016,"3,95,000","20,000 kms",Petrol
792,Maruti Suzuki Swift,Maruti,2008,"1,75,000","58,000 kms",Diesel
793,Maruti Suzuki Alto,Maruti,2019,"4,00,000","1,500 kms",Petrol
794,Toyota Innova 2.5,Toyota,2011,"7,50,000","75,000 kms",Diesel
795,Maruti Suzuki Alto,Maruti,2016,"2,50,000","2,450 kms",Petrol
796,Maruti Suzuki Alto,Maruti,2019,"4,25,000","1,625 kms",Petrol
797,Maruti Suzuki Alto,Maruti,2019,Ask For Price,"1,500 kms",Petrol
798,Volkswagen Polo Highline1.2L,Volkswagen,2017,"5,25,000","45,000 kms",Petrol
799,Mahindra Logan,Mahindra,2009,"1,30,000","65,000 kms",Diesel
800,Maruti Suzuki 800,Maruti,2000,"30,000","33,400 kms",Petrol
801,Mahindra Scorpio,Mahindra,2011,"4,75,000","60,123 kms",Diesel
802,Chevrolet Sail 1.2,Chevrolet,2013,"3,00,000","28,000 kms",Petrol
803,Volkswagen Vento Highline,Volkswagen,2015,Ask For Price,"38,900 kms",Diesel
804,Hyundai Santro AE,Hyundai,2003,"60,000","70,000 kms",Petrol
805,Maruti Suzuki Wagon,Maruti,2006,"1,00,000","7,000 kms",Petrol
806,Hyundai Eon,Hyundai,2018,"2,60,000","25,000 kms",Petrol
807,Tata Manza,Tata,2015,"1,00,000","1,00,000 kms",Diesel
808,Toyota Innova 2.0,Toyota,2019,Ask For Price,"4,000 kms",Petrol
809,Toyota Etios G,Toyota,2013,"2,65,000","42,000 kms",Petrol
810,Hyundai Getz Prime,Hyundai,2009,"1,15,000","20,000 kms",Petrol
811,Toyota Qualis,Toyota,2003,"1,80,000","1,00,000 kms",Diesel
812,Hyundai Santro Xing,Hyundai,2004,"45,000","1,37,495 kms",Petrol
813,Tata Indica eV2,Tata,2016,"50,500","91,200 kms",Diesel
814,Honda City 1.5,Honda,2009,"2,70,000","55,000 kms",Petrol
815,Tata Zest XE,Tata,2017,"2,90,000","1,20,000 kms",Diesel
816,Mahindra Quanto C4,Mahindra,2013,"3,25,000","63,000 kms",Diesel
817,Tata Indigo eCS,Tata,2016,"1,60,000","1,04,000 kms",Diesel
818,Maruti Suzuki Swift,Maruti,2016,"3,50,000","1,46,000 kms",Diesel
819,Hyundai Elite i20,Hyundai,2011,"2,90,000","40,000 kms",Petrol
820,Hyundai i20 Select,Hyundai,2011,"2,90,000","40,000 kms",Petrol
821,Chevrolet Tavera Neo,Chevrolet,2007,"4,65,000","1,00,800 kms",Diesel
822,Maruti Suzuki Dzire,Maruti,2016,"3,25,000","1,50,000 kms",Diesel
823,Hyundai Elite i20,Hyundai,2018,"5,10,000","2,100 kms",Petrol
824,Honda City VX,Honda,2016,"8,60,000","95,000 kms",Petrol
825,Maruti Suzuki Dzire,Maruti,2016,"4,50,000","2,500 kms",Diesel
826,Hyundai Getz,Hyundai,2006,"1,25,000","80,000 kms",Petrol
827,Mercedes Benz C,Mercedes,2006,"5,00,001","15,000 kms",Petrol
828,Maruti Suzuki Alto,Maruti,2005,"95,000","65,000 kms",Petrol
829,Maruti Suzuki Swift,Maruti,2009,"2,50,000","51,000 kms",Diesel
830,Skoda Fabia,Skoda,2009,"1,10,000","45,000 kms",Petrol
831,Maruti Suzuki Alto,Maruti,2015,Ask For Price,"70,000 kms",Petrol
832,Maruti Suzuki Ritz,Maruti,2011,"2,70,000","50,000 kms",Petrol
833,Tata Indica V2,Tata,2009,"1,10,000","30,000 kms",Diesel
834,Toyota Corolla Altis,Toyota,2009,"3,00,000","1,32,000 kms",Petrol
835,Tata Zest XM,Tata,2018,"2,60,000","27,000 kms",Diesel
836,Mahindra Quanto C8,Mahindra,2013,"3,90,000","40,000 kms",Diesel
